LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
"e $150,000-350,000",VMETALS LLC,6951 INDUSTRIAL LOOP,GREENDALE,WI,53129,332999,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,17,04/10/2020,Waukesha State Bank,WI-01
"e $150,000-350,000",BIRDMAN INC.,6720 82ND ST #B-1,LUBBOCK,TX,79424,722511,Corporation,White,Female Owned,Non-Veteran,,79,04/04/2020,AimBank,TX-19
"e $150,000-350,000",1220 ASSOCIATES LLC,1220 20th Street,MIAMI BEACH,FL,33139,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,04/13/2020,City National Bank of Florida,FL-24
c $1-2 million,DIESEL LAPTOPS LLC,7440 BROAD RIVER RD,IRMO,SC,29063,541519,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,140,04/09/2020,Synovus Bank,SC-02
"d $350,000-1 million","TEX MEX 4306, LLC",4306 Yoakum Blvd Ste 390,Houston,TX,77006,722515,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,75,04/29/2020,Prosperity Bank,TX-18
"e $150,000-350,000","BUTTERWORTH &AMP; SCHECK, INC.",10 THOMPSON ST,STRATFORD,CT,06615,237110,Corporation,Unanswered,Unanswered,Unanswered,,19,05/01/2020,"JPMorgan Chase Bank, National Association",CT-03
"d $350,000-1 million",CHERRY HILL DENTAL INC.,220 DIEGO DR,COLUMBIA,MO,65203,621210,Corporation,White,Female Owned,Non-Veteran,,25,04/05/2020,Central Bank of Boone County,MO-04
"d $350,000-1 million","MCGUIRE DEVELOPMENT COMPANY, LLC",455 Cayuga Road Suite 100,Buffalo,NY,14225,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,04/14/2020,"Evans Bank, National Association",NY-26
"e $150,000-350,000",SALMON RIVER STAGES INC.,14129 W HIGHWAY 30,POCATELLO,ID,83202,484220,Corporation,Unanswered,Unanswered,Unanswered,,38,04/04/2020,Idaho Central CU,ID-02
"d $350,000-1 million",BAKER INDUSTRIAL SUPPLY LLC,2671 fm 359 south,BROOKSHIRE,TX,77423,423840,Subchapter S Corporation,White,Male Owned,Unanswered,,60,04/14/2020,Truist Bank d/b/a Branch Banking & Trust Co,TX-10
"e $150,000-350,000",MARIN SYMPHONY ASSOCIATION,4340 REDWOOD HWY,SAN RAFAEL,CA,94903,711130,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,207,04/27/2020,Bank of Marin,CA-02
"e $150,000-350,000",ELLE SALON LTD,3508 RAINTREE LN,MECHANICSBURG,PA,17050,812112,Corporation,Unanswered,Male Owned,Unanswered,,19,07/15/2020,First National Bank of Pennsylvania,PA-10
"d $350,000-1 million","KANSAS EMERGENCY PHYSICIANS, LLC",74TH ST,OVERLAND PARK,KS,66204,621111,Partnership,Unanswered,Male Owned,Unanswered,,42,04/05/2020,Country Club Bank,KS-03
"d $350,000-1 million","CORPORATE INSURANCE ADVISORS, LLC",1401 E. BROWARD BLVD. SUITE 103,FORT LAUDERDALE,FL,33301,524210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,04/15/2020,Centennial Bank,FL-22
"e $150,000-350,000",QUALITY EXECUTIVE PARTNERS INC,318 PRINCE STREET # 10,ALEXANDRIA,VA,22314,999990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",VA-08
"d $350,000-1 million",BERG CONSTRUCTION LLC,428 California Rd,MORGANTOWN,PA,19543,238190,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,61,04/05/2020,First Resource Bank,PA-06
"e $150,000-350,000","SCHOHARIE DENTAL, PLLC",229 MAIN ST,SCHOHARIE,NY,12157,621210,Corporation,Unanswered,Unanswered,Unanswered,,15,05/03/2020,"Bank of America, National Association",NY-19
"e $150,000-350,000","OPHTHALMIC CONSULTANT, PLLC",13443 MAPLE AVE STE 1C,FLUSHING,NY,11355,621111,Subchapter S Corporation,Unanswered,Unanswered,Non-Veteran,,21,04/11/2020,"JPMorgan Chase Bank, National Association",NY-06
c $1-2 million,EMBROKER INC,24 Shotwell Street,SAN FRANCISCO,CA,94103,524210,Corporation,Unanswered,Unanswered,Unanswered,,0,06/17/2020,Coastal Community Bank,CA-12
"e $150,000-350,000","AMBROSE CAPITAL PARTNERS, LLC",18575 JAMBOREE RD STE 600,IRVINE,CA,92612,541990,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,10,04/12/2020,Pacific Premier Bank,CA-45
"d $350,000-1 million",PEAK ATTRACTIONS LLC,350 BAY ST #370,SAN FRANCISCO,CA,94133,713110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,31,04/05/2020,First Foundation Bank,CA-12
"e $150,000-350,000",MONUMENT MORTGAGE COMPANY HOLDING,91 Hartwell Ave,Lexington,MA,02421,522310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",MA-05
"e $150,000-350,000",L & S ELECTRONICS OF SOUTH CAROLINA INC,5911 B LOFTIS ROAD,CHARLESTON,SC,29406,238210,Corporation,Unanswered,Unanswered,Unanswered,,21,04/28/2020,"South State Bank, National Association",SC-06
"e $150,000-350,000",PINE VALLEY UNITED METHODIST CHURCH,3788 Shipyard Blvd,WILMINGTON,NC,28403,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,55,04/14/2020,"South State Bank, National Association",NC-07
"e $150,000-350,000",THE JEWISH PRESS,4915 16th Avenue,Brooklyn,NY,11204,511110,Corporation,Unanswered,Unanswered,Unanswered,,25,04/27/2020,Alpine Capital Bank,NY-10
"e $150,000-350,000",PATHOGENDX INC,9375 E Shea Blvd Ste 100,Scottsdale,AZ,85260,311999,Corporation,Unanswered,Unanswered,Unanswered,,25,04/28/2020,MidFirst Bank,AZ-06
"e $150,000-350,000",1480 INC,6888 Gulf Freeway,HOUSTON,TX,77087,722511,Corporation,Unanswered,Unanswered,Unanswered,,23,05/04/2020,"JPMorgan Chase Bank, National Association",TX-29
"d $350,000-1 million","KRAG CHEVROLET OF SOMERSET, LLC",2006 N. Center Ave 0.0,Somerset Township,PA,15501,441110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27,04/15/2020,"JPMorgan Chase Bank, National Association",PA-13
"e $150,000-350,000",TEXAS LOW INCOME HOUSING INFORMATION SERVICE,1800 W. 6th St,Austin,TX,78703,531110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,170,04/11/2020,Frost Bank,TX-25
"d $350,000-1 million",HEC MANUFACTURING INC.,222 West John Rowan Blvd,BARDSTOWN,KY,40004,332312,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,43,04/07/2020,The Lincoln National Bank of Hodgenville,KY-02
"e $150,000-350,000","SHENANDOAH HOMES, LLC","3724 National Dr., Ste 220",RALEIGH,NC,27612,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/11/2020,Truist Bank d/b/a Branch Banking & Trust Co,NC-04
"e $150,000-350,000",SUBURBAN ACE HARDWARE,3470 SW 185TH AVE,ALOHA,OR,97003,444130,Corporation,Unanswered,Unanswered,Unanswered,,0,05/01/2020,"Wells Fargo Bank, National Association",OR-01
c $1-2 million,PILLER AIMMCO INC,3925 Grant St,Washougal,WA,98671,326199,Corporation,Unanswered,Male Owned,Non-Veteran,,130,05/03/2020,"Bank of America, National Association",WA-03
"e $150,000-350,000",NYE CREEK INC,515 NW Coast St,Newport,OR,97365,722511,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,,0,04/28/2020,Live Oak Banking Company,OR-05
c $1-2 million,HIGH COUNTRY CONTAINER INC.,3700 LIMA ST,DENVER,CO,80239,322211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,109,04/09/2020,Bank of Colorado,CO-01
b $2-5 million,ISIDORE NEWMAN SCHOOL,1903 Jefferson Ave,NEW ORLEANS,LA,70115,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,308,04/12/2020,Hancock Whitney Bank,LA-02
"d $350,000-1 million",QUIK FUND INC.,"900 STEWART AVENUE, SUITE 240",GARDEN CITY,NY,11530,522292,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,04/28/2020,Signature Bank,NY-04
"e $150,000-350,000","HI-TECH FABRICATORS, INC.",10 SCARBOROUGH LN,MILFORD,NH,03055,332322,Corporation,Unanswered,Unanswered,Unanswered,,11,04/29/2020,"People's United Bank, National Association",NH-02
"e $150,000-350,000",PRAVIS LLC,27081 ALISO CREEK ROAD SUITE 250,ALISO VIEJO,CA,92656,541513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",CA-48
"d $350,000-1 million","LAWN PRIDE, INC.",7740 Johnson Road,INDIANAPOLIS,IN,46250,541320,Corporation,Unanswered,Female Owned,Non-Veteran,,72,04/07/2020,Indiana Members CU,IN-05
"d $350,000-1 million","SENIOR HOME HEALTH CARE, LLC","7800 Metro Parkway, Suite 100",MINNEAPOLIS,MN,55425,621610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,80,04/09/2020,"Merchants Bank, National Association",MN-03
"e $150,000-350,000","GULF COAST CLOSETS, LLC",2645 9TH AVE,CAPE CORAL,FL,33909,337212,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,27,04/28/2020,First Horizon Bank,FL-19
"e $150,000-350,000","SOLUTIO ENVIRONMENTAL, INC.",407 8TH ST,SAN ANTONIO,TX,78215,541620,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,17,05/01/2020,"JPMorgan Chase Bank, National Association",TX-35
"e $150,000-350,000",AAA ELECTRICAL CONTRACTOR INC,4000 s THOMAS RD,OKLAHOMA CITY,OK,73179,238210,Corporation,Unanswered,Male Owned,Unanswered,,21,04/06/2020,First Bethany Bank & Trust,OK-05
c $1-2 million,MID- ATLANTIC ANESTHESIA ASSOCIATES,1040 N KINGS HWY SUITE 403,CHERRY HILL,NJ,08034,621111,Professional Association,Unanswered,Unanswered,Unanswered,,55,04/11/2020,"TD Bank, National Association",NJ-01
"e $150,000-350,000","GORSUCH CONSTRUCTION, INC",603 W. Wheeling St.,LANCASTER,OH,43130,236116,Corporation,White,Female Owned,Non-Veteran,,16,04/06/2020,The Park National Bank,OH-15
"e $150,000-350,000",WATER STREET HOTEL LLC,"6640 Riverside Drive, STE 500",DUBLIN,OH,43017,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,04/07/2020,Heartland Bank,OH-12
c $1-2 million,J&K PMS INC.,6737 Brentwood Stair Road,Fort Worth,TX,76112,561440,Corporation,Unanswered,Unanswered,Unanswered,,270,04/08/2020,"Trinity Bank, National Association",TX-06
"d $350,000-1 million",IDEA ENTITY CORPORATION,"620 Herndon Pkwy, Ste 220",Herndon,VA,20170,541511,Corporation,Unanswered,Male Owned,Non-Veteran,,0,04/11/2020,Live Oak Banking Company,VA-10
"e $150,000-350,000","COURTYARD MONTGOMERY, LLC",850 MONTGOMERY SUITE C-1,SAN FRANCISCO,CA,94133,453991,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",CA-12
c $1-2 million,"ALLIANCE INDUSTRIES, INC.",1180 COUNTY ROAD CB,APPLETON,WI,54914,332812,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,140,04/04/2020,"Bank First, N.A.",WI-08
"e $150,000-350,000",MOMENTO USA LLC,440 BENIGNO BLVD UNIT # A-5,BELLMAWR,NJ,08031,561312,Corporation,Unanswered,Unanswered,Unanswered,,0,05/17/2020,"Wells Fargo Bank, National Association",NJ-01
"e $150,000-350,000",TMG MANUFACTURING CORP.,5517 W SLIGH AVE Suite 100,TAMPA,FL,33634,332999,Corporation,Unanswered,Unanswered,Unanswered,,16,04/13/2020,The Bank of Tampa,FL-14
"d $350,000-1 million","RIVER CITY CONCRETE, INC",9160 HIGHWAY 128,SAVANNAH,TN,38372,327320,Corporation,Unanswered,Male Owned,Unanswered,,37,04/13/2020,The Hardin County Bank,TN-07
"e $150,000-350,000",ROMANS GRADING SERVICE INC.,7116 Raynor Ave,FRANKSVILLE,WI,53126,238910,Corporation,White,Female Owned,Non-Veteran,,10,04/15/2020,Tri City National Bank,WI-01
"e $150,000-350,000","311 LINCOLNWAY PROPERTIES, LLC",311 S LINCOLNWAY,NORTH AURORA,IL,60542,623110,Partnership,Unanswered,Male Owned,Unanswered,,60,04/07/2020,Lakeside Bank,IL-14
"e $150,000-350,000",XTREME EXHIBITS INC,8514 MID DR,SAINT LOUIS,MO,63114,541890,Corporation,Unanswered,Unanswered,Unanswered,,12,04/14/2020,"U.S. Bank, National Association",MO-01
"d $350,000-1 million","HANLEY STEEL, INC.",8811 N Industrial Rd,PEORIA,IL,61615,332312,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,26,04/14/2020,Busey Bank,IL-18
"e $150,000-350,000","ONEPAK, INC.",6 Simpson Rd,MARLBOROUGH,MA,01752,541512,Corporation,White,Male Owned,Non-Veteran,,16,04/14/2020,Rockland Trust Company,MA-03
"d $350,000-1 million","GASTROENTEROLOGY SPECIALISTS, INC.",2726 FULTON DR NW,CANTON,OH,44718,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,43,04/11/2020,KeyBank National Association,OH-16
"e $150,000-350,000","THE BIG SOUTH CONFERENCE, INC",7233 PINEVILLE MATTHEWS RD STE 100,CHARLOTTE,NC,28226,711310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,10,04/08/2020,Truist Bank d/b/a Branch Banking & Trust Co,NC-09
"d $350,000-1 million",SIMPLE GLOBAL INC,620 Center Point Blvd,New Castle,DE,19720,493110,Corporation,Unanswered,Male Owned,Non-Veteran,,,04/15/2020,"Citizens Bank, National Association",DE-00
"e $150,000-350,000",INDUSTRIAL SOLVENTS CORPORATION,19500 STATE HIGHWAY 249 SUITE 475,HOUSTON,TX,77070,424690,Corporation,Unanswered,Unanswered,Unanswered,,7,04/28/2020,Origin Bank,TX-02
"e $150,000-350,000","CRITICAL MASS TECHNOLOGIES, INC.",1933 VIZCAINO CT,ESCONDIDO,CA,92026,541511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,05/01/2020,"JPMorgan Chase Bank, National Association",CA-50
a $5-10 million,EWING COLE INC,100 N 6th Street,PHILADELPHIA,PA,19106,541310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,462,04/09/2020,The Bryn Mawr Trust Company,PA-03
"d $350,000-1 million",G & G ELECTRIC SERVICE COMPANY,3805 WEATHERFORD HWY,GRANBURY,TX,76049,811118,Corporation,Unanswered,Unanswered,Unanswered,,0,04/15/2020,Independent Bank,TX-12
"e $150,000-350,000","SOUTH LAKE VENTURES, INC.",492 S. Lake Ave,Pasadena,CA,91101,722511,Corporation,Unanswered,Unanswered,Unanswered,,32,04/30/2020,MidFirst Bank,CA-27
"d $350,000-1 million",WESTEC PLASTICS CORPORATION,6757 Las Positas Rd,Livermore,CA,94551,326199,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,72,04/30/2020,Bank of the West,CA-15
"e $150,000-350,000",PROJECT MEDSEND,1832 GOLD HILL RD,FORT MILL,SC,29708,813110,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,10,04/12/2020,"South State Bank, National Association",SC-05
"d $350,000-1 million",OLIDIA CARE INC,4105 85TH AVE N SUITE 101,BROOKLYN PARK,MN,55443,621610,Corporation,Unanswered,Unanswered,Unanswered,,0,05/08/2020,"Wells Fargo Bank, National Association",MN-03
"d $350,000-1 million",ARBOUR GROUP LLC,One Parkview Plaza Suite 660,OAKBROOK TERRACE,IL,60181,541511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,21,05/07/2020,CIBC Bank USA,IL-06
"e $150,000-350,000","TEMPEST GOLF CLUB, LLC",855 BARONNE ST,NEW ORLEANS,LA,70113,713910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,04/15/2020,Hancock Whitney Bank,LA-02
"d $350,000-1 million",ROOF CONTROL SERVICES OF NORT H CAROLINA INC,104 RAND PARK DR,GARNER,NC,27529,238160,Corporation,Unanswered,Unanswered,Unanswered,,47,04/11/2020,Truist Bank d/b/a Branch Banking & Trust Co,NC-04
"d $350,000-1 million","INDUSTRIAL ELECTRONICS SERVICE, INC.",213 SUNCREST ST,Gray,TN,37615,334419,Corporation,Unanswered,Unanswered,Unanswered,,81,04/08/2020,Bank of Tennessee,TN-01
"e $150,000-350,000",BAUMAN MACHINE INC,6600 SW 44th,OKLAHOMA CITY,OK,73179,332710,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,20,04/05/2020,BancFirst,OK-05
"d $350,000-1 million","MIDWEST HOME HEALTH, INC.",2301 HIGHWAY 1187 STE 203,MANSFIELD,TX,76063,621610,Subchapter S Corporation,Unanswered,Female Owned,Unanswered,,37,04/14/2020,Pinnacle Bank,TX-06
"e $150,000-350,000",D&M MONTANO INC,25260 e baseline,san bernardino,CA,92410,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,19,05/14/2020,"Zions Bank, A Division of",CA-31
"e $150,000-350,000",MID MICHIGAN MEDICAL BILLING SERVICE INC,5065 MILLER RD,FLINT,MI,48507,561110,Corporation,Unanswered,Unanswered,Unanswered,,32,04/14/2020,"PNC Bank, National Association",MI-05
"d $350,000-1 million",LG STAFFING SOLUTIONS ON DEMAND INC,15155 GALE AVE Suite C,HACIENDA HEIGHTS,CA,91745,561311,Corporation,Unanswered,Female Owned,Non-Veteran,,408,04/28/2020,East West Bank,CA-39
"d $350,000-1 million",NICHOLSON TERMINAL & DOCK COMPANY,380 E GREAT LAKES ST,RIVER ROUGE,MI,48218,488320,Corporation,Unanswered,Unanswered,Unanswered,,,04/09/2020,First Merchants Bank,MI-13
"d $350,000-1 million","COOPERATIVE BUSINESS SERVICES, LLC",8150 CORPORATE PARK DR Suite 300,CINCINNATI,OH,45242,523930,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,51,04/13/2020,Pathways Financial CU,OH-02
"e $150,000-350,000","GRUBBS CARE PHARMACY, NW","1517 17TH ST, NW",WASHINGTON,DC,20036,446110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/08/2020,The National Capital Bank of Washington,DC-00
c $1-2 million,"MARCHO FARMS, INC.",176 Orchard Lane,HARLEYSVILLE,PA,19438,311612,Subchapter S Corporation,Unanswered,Female Owned,Unanswered,,160,04/13/2020,Harleysville Bank,PA-04
"e $150,000-350,000","HANDI-MART, INC.",2979 PIERCE ST,MARIANNA,FL,32448,447190,Corporation,Unanswered,Unanswered,Unanswered,,53,04/04/2020,First Federal Bank,FL-02
"e $150,000-350,000",HAROLD R. FEEZLE,3064 Old Enon Unity Road,Enon Valley,PA,16120,441310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,35,04/27/2020,Premier Bank,PA-16
"d $350,000-1 million","BAYAREA OIL OPERATIONS MANAGEMENT, INC.",4431 Stoneridge Dr,Pleasanton,CA,94588,447110,Corporation,Unanswered,Unanswered,Non-Veteran,,48,04/13/2020,First Republic Bank,CA-11
"e $150,000-350,000",AND OR INC,"121 East 24 Street, 12 Floor",NEW YORK,NY,10010,541490,Corporation,Unanswered,Unanswered,Unanswered,,20,04/03/2020,Professional Bank,NY-12
"e $150,000-350,000","LTD HOLLYMEAD,",2829 Guardian Lane,VIRGINIA BEACH,VA,23452,721110,Limited  Liability Company(LLC),Hispanic,Unanswered,Unanswered,,40,04/07/2020,Atlantic Union Bank,VA-02
"e $150,000-350,000",WELLNESS COMPOUNDING PHARMACY,522 Crater Lake Avenue,MEDFORD,OR,97504,446110,Corporation,White,Female Owned,Non-Veteran,,21,04/15/2020,People's Bank of Commerce,OR-02
"e $150,000-350,000",REDHEAD KITCHEN LLC,3280 Helms Ave,Culver City,CA,90232,722513,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,57,05/12/2020,WebBank,CA-37
"e $150,000-350,000","FLEETLIFE, INC.",1200 N 16TH ST,CHICKASHA,OK,73018,333413,Corporation,Unanswered,Unanswered,Unanswered,,20,04/09/2020,"The First National Bank and Trust Co, Chickasha, Oklahoma",OK-04
"e $150,000-350,000",ALL IN TRANSPORTATION LLC,103 MAIN ST,MONTICELLO,IN,47960,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,05/03/2020,Fifth Third Bank,IN-04
"e $150,000-350,000","TACK SHACK OF OCALA, INC.",481 SW 60TH AVE,OCALA,FL,34474,316998,Corporation,Unanswered,Unanswered,Unanswered,,35,04/11/2020,Midflorida CU,FL-03
"e $150,000-350,000",SONRISE CHURCH,10026 Main Street,Berlin,MD,21811,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,19,04/11/2020,Cross River Bank,MD-01
c $1-2 million,WISENGINEERING LLC,66 FORD RD,DENVILLE,NJ,07834,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,64,04/15/2020,"PNC Bank, National Association",NJ-11
"d $350,000-1 million",WILMINGTON COMMUNITY CLINIC,1009 N AVALON BLVD,WILMINGTON,CA,90744,621498,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,69,04/11/2020,Pacific Premier Bank,CA-44
"e $150,000-350,000",GREEN PLANET UTILITY SERVICES LLC,336 ADELINE ST,OAKLAND,CA,94607,425120,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,20,04/28/2020,Bank of Guam,CA-13
"d $350,000-1 million",TRI-STATE ADDICTION RECOVERY RESOURCES,30 6th Ave W Ste 104,HUNTINGTON,WV,25701,623220,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,63,04/09/2020,Peoples Bank,WV-03
"e $150,000-350,000","MPR SUMMERS, INC.",481 Brownfield Rd,PORTER,ME,04068,721214,Corporation,Unanswered,Female Owned,Non-Veteran,,4,04/07/2020,Bangor Savings Bank,ME-02
"d $350,000-1 million","WINDOW CONCEPTS OF MINNESOTA, INC.",291 Eva St,SAINT PAUL,MN,55107,236118,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,43,04/29/2020,Highland Bank,MN-04
"d $350,000-1 million",BIS CONSULTING,14802 VENTURE DR,DALLAS,TX,75234,541519,Corporation,Unanswered,Unanswered,Unanswered,,28,04/15/2020,Texas Bank and Trust Company,TX-24
"e $150,000-350,000","CAYER CACCIA, LLP",931 JEFFERSON BLVD,WARWICK,RI,02886,541211,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,11,04/14/2020,Bristol County Savings Bank,RI-02
"d $350,000-1 million",MARKETINGPROFS LLC,1985 Riviera Drive  STE 103-17,Mount Pleasant,SC,29464,611430,Partnership,Unanswered,Unanswered,Unanswered,,19,04/10/2020,MidFirst Bank,SC-01
"e $150,000-350,000",URBAN GATEWAYS,1637 N ASHLAND AVE Ste 1,CHICAGO,IL,60622,813319,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,21,04/30/2020,"JPMorgan Chase Bank, National Association",IL-04
"d $350,000-1 million","ABACUS ADMINISTRATION SOLUTIONS, LLC",14504 HERTZ QUAIL SPRINGS PKWY,OKLAHOMA CITY,OK,73134,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,42,04/03/2020,SpiritBank,OK-05
"e $150,000-350,000","WATER FOR GOOD, INC.",9511 ANGOLA CT,INDIANAPOLIS,IN,46268,624230,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,19,04/09/2020,Lake City Bank,IN-07
"e $150,000-350,000",PRINTER'S PRINTER INC.,2681 W McNab Road,Pompano Beach,FL,33069,323111,Corporation,Unanswered,Male Owned,Non-Veteran,,0,04/30/2020,Truist Bank d/b/a Branch Banking & Trust Co,FL-20
"d $350,000-1 million",CHAMPION ESTATES CONSTRUCTION LLC,"69-40 67TH STREET , GLENDALE, NY, 11385",GLENDALE,NY,11385,212321,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,46,06/27/2020,MBE Capital Partners,NY-06
"e $150,000-350,000",J & J CONTRACTORS INC,700 West Main Street,Chattanooga,TN,37402,236220,Corporation,White,Male Owned,Non-Veteran,,27,04/11/2020,First Volunteer Bank,TN-03
"d $350,000-1 million","KAIROS AVIATION GROUP, LLC",7 W 7th St Ste 1400,CINCINNATI,OH,45202,481211,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,31,04/13/2020,The Huntington National Bank,FL-19
