id,name,sponsor,event,venue,place,physical_description,notes,occasion,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status
27610,,Norddeutscher Lloyd Bremen,Lunch A La Carte Held By Nordeutscher Lloyd Bremen At On Board Ss 'Berlin,,,,,,1910-834,,,1910-03-13,Norddeutscher Lloyd Bremen,,,,complete
30922,,"""Bergen""""""",,,,22x14.5cm folded; 22x29cm open,b. & n. line,,1938-0157_wotm,,,1938-07-09,"""Bergen""""""",,,,complete
29077,,Waverly Inn,,,,28.5x21.5cm folded; 28.5x43cm open,,,1961-0004_wotm,,,1961-05-14,Waverly Inn,,Dollars,$,complete
33511,Waldorf Astoria,Waldorf Astoria,,,,,,,1915-0250,,,1915-01-01,Waldorf Astoria,,Dollars,$,complete
34803,Waldorf-Astoria,Waldorf-Astoria,,,,,the harmony club of brooklyn,,1912-0921_wotm,,,1912-12-31,Waldorf-Astoria,,Dollars,$,complete
34671,Waldorf-Astoria,Waldorf-Astoria,,,,,dinner party by mr. w.s. ballou,,1912-0854_wotm,,,1912-01-01,Waldorf-Astoria,,,,complete
31473,,"T.N. ""Conte Di Savoia""""""",,,,20x14cm folded; 20x28cm open,,,1932-0042_wotm,,,1932-12-17,"T.N. ""Conte Di Savoia""""""",,,,under review
31110,,The Commodore Hotel,,,,33x21.5cm,lunch counter,,1933-0212_wotm,,,1933-05-16,The Commodore Hotel,,Dollars,$,complete
33827,Hotel Astor,Hotel Astor,,,,23x18cm folded; 23x36cm open,canadian camp,,1914-0284_wotm,,,1914-02-23,Hotel Astor,,,,complete
13537,,STANTON HOUSE,LUNCHEON,COMMERCIAL,"CHATTANOOGA, TE",CARD; 4.5X7;,table d'hote menu;,,1900-5184,,,1900-01-01,Stanton House,,,,complete
19805,,NORDDEUTSCHER LLOYD BREMEN,MIDDAY DINNER,COMMERCIAL,EN ROUTE ABOARD DAMPFER NECKER,CARD; COL; ILLUS; 5.5 X 8;,menu in german; colored illustration of steamer and sailboat; back of menu for use as postcard;,,1901-1186,,,1901-05-08,Norddeutscher Lloyd Bremen,,,,complete
30528,,Paddell's Tavern,,,,29.5x20cm folded; 29.5x39.5cm open,,,1941-0075_wotm,,,1941-11-27,Paddell's Tavern,,Dollars,$,complete
25510,,HOTEL MEN'S MUTUAL BENEFIT AASOCIATION,TWENTIETH ANNUAL BANQUET,PROF;,"AUDITORIUM HOTEL , CHICAGO, IL",DOUBLE CARD; COL; 5 X 7;,wines; red print; crest; two cards joined at the top; program;,ANNIVERSARY;,1899-440,,,1899-05-24,Hotel Men's Mutual Benefit Aasociation,,,,complete
27330,,Park Lane,dinner,RESTAURANT,Park Lane; 299 Park Avenue,,"baratta collection; annotated; wine suggestions; served in park lounge; couvert $7.50; ""when you plan a social or business gathering...""; cocktails; roast new england turkey; illustrations (cover, interior; holly; wreath; color (gree, red)",RELIGIOUS HOLIDAY,Baratta 35,,,1960-12-25,Park Lane,,Dollars,$,complete
19744,,OCEANIC STEAMSHIP CO.,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD SONOMA,CARD; 5.5 X 7;,logo;,,1901-1445,,,1901-05-26,Oceanic Steamship Co.,,,,complete
25538,,WILDMERE HOUSE,"DAILY MENU, SUPPER",COMMERCIAL,"MINNEWASKA,NY;",FOLDER; ILLUS; 5.5X7;,hours foe all meals listed;daily menu choices handwritten;photo of hotel;,,1905-693,,,1905-09-08,Wildmere House,,,,complete
17738,,,,,,,,,,,,1900-04-15,Norddeutsch Lloyd Bremen,,,,complete
25600,,NYACK BOARD OF TRADE,2ND ANNUAL DINNER COMMEMORATING THE FIRST CENTENNIAL OF ROCKLAND COUNTY,COMMERCIAL,ST. GEORGE HOTEL,BOOKLET; ILLUS; COL; 5.5X8.5;,includes committees & guests lists; toasts; decorative border; silk ribbon attachments;,ANNIVERSARY;,1898-109,,,1898-02-22,Nyack Board Of Trade,,,,complete
28758,,The Plaza Hotel,,,,14x11cm folded; 14x21.5cm open,,,1987-0018_wotm,,,1987-02-27,The Plaza Hotel,,Dollars,$,complete
15052,,,,,,,,,,,,1900-05-08,Pennsylvania Railroad,,,,complete
31013,,"S.S. ""Normandie""""""",,,,22x17cm folded; 22x34cm open,,,1938-0160_wotm,,,1938-07-08,"S.S. ""Normandie""""""",,,,complete
15045,,,,,,,,,,,,1900-05-01,B&O Blue Line,,Dollars,$,complete
19226,,,,,,,,,,,,1901-06-03,Oceanic Steamship Company,,,,complete
14698,,,,,,,,,,,,1900-02-21,Usms New York,,Dollars,$,complete
20628,,NIPPON YUSEN KAISHA - S.S.KINSHIN MARU,TIFFIN,COMMERCIAL,EN ROUTE,BROADSIDE; ILLUS. BORDER; 5.25 X 7.75;,menu handwritten;,,1900-4907,,,1900-11-21,Nippon Yusen Kaisha   S.S.Kinshin Maru,,,,complete
26579,,Le Souffle,Daily,"FOREIGN,RESTAURANT","restaurant, Le Souffle, 36 Rue du Mont-Thabor, France","Folder, 10 x 13 inches; paper inside of plastic cover",dieter zander collection; menu items and prices are handwritten; wine list on the back page; cover has an illustration,,Zander 639,,,,Le Souffle,,Francs,FF,complete
27650,,Norddeutscher Lloyd Bremen,,,,,,,1910-771,,,1910-03-12,Norddeutscher Lloyd Bremen,,,,complete
29637,,Imperial Hotel Tokyo,,,,29.5x21cm folded; 29.5x41.5cm open,japanese is secondary language,,1955-0159_wotm,,,1955-12-23,Imperial Hotel Tokyo,,Yen,¥,complete
26717,,St. Regis - Sheraton,Lunch,,King Cole Bar,Folder; 10 x 14 inches,dieter zander collection.,,Zander 434,,,1968-04-26,St. Regis   Sheraton,,Dollars,$,complete
22109,,UNION LEAGUE,74TH BITHDAY OF U.S. GRANT,SOC;,PHILADELPHIA [PA],BOOKLET; ILLUS; COL; 6.25 X 7;,leather cover with drawing of u.s. grant; guest list; drawing of birthplace;,COMPLIMENTARY/TESTIMONIAL,1896-094,,,1896-04-27,Union League,,,,complete
21565,,ROYAL POINCIANA HOTEL,DINNER,COM,"PALM BEACH,FLA.",BROADSIDE; COL; 5 X 9;,,,1901-474,,,1901-02-22,Royal Poinciana Hotel,,,,under review
32430,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,,1918-0036_wotm,,,1918-01-09,Healy's Forty-second Street Restaurant,,Dollars,$,complete
21461,,HARTMAN'S HOTEL,BILL OF FARE,COMMERCIAL,"NEW YORK, NY",FOLDER; ILLUS; 6X9.5;,"""extra dishes:"" handwritten; ""tea or coffee, 5c per cup; drinks served with meals only; wiener-american champagne, 1/2 pint, 25c;"" very extensive priced wine, liquor list ""bottled goods a specialty;"" decorative border; 2 copies, 2nd menu does not have han",OTHER (DAILY MENU);,1900-155,,,1900-01-11,Hartman's Hotel,,Dollars,$,complete
27987,,Restaurante Tio Pepe,,,,30.5x23cm folded; 30.5x46cm open,english is secondary language,,1975-0014_wotm,,,1975-10-20,Restaurante Tio Pepe,,Dollars,$,complete
14367,,H.A.H.,DINNER (?),,GERMANY(?),CARD; 3.75 X 5.75;,large selecti0n of wines; menu in german; somewhat illegible notation of occasion on back; h.a.h. is monogram;,,1901-2591,,,1901-10-23,H.A.H.,,,,complete
23712,,BANK CLERKS' MUTUAL BENEFIT ASSOCIATION,DINNER,PROF;,TROCADERO,BROADSIDE; ILLUS;COL;5 X 6;,,,1896-113,,,1896-05-22,Bank Clerks' Mutual Benefit Association,,,,complete
34242,Jonathan Club,Jonathan Club,,,,15.5x12cm,,,1914-0944_wotm,,,1914-09-30,Jonathan Club,,,,complete
13072,,RED STAR LINE - S.S. SOUTHWARK,DINNER,COMMERCIAL,EN ROUTE,BROADSHEET; ILL; COL; 5 X 8;,menu handwritten; wine list with prices & rate of exchange printed on reverse side;,DAILY,1900-2082,,,1900-02-23,Red Star Line   S.S. Southwark,,Francs,FF,under review
25796,,COMMITTEE ON POLITICAL REFORM,DINNER GIVEN TO THEMSELVES,POL;,UNION LEAGUE CLUB,FOLDER; COL; 6.25 X 9;,french; wines; quotes; decorative drawings; red print;,OTHER (SOC);,1899-008,,,1899-01-04,Committee On Political Reform,,,,complete
33253,The London Lounge,The London Lounge,,,,13x20.5cm,,,1917-0773_wotm,,,1917-12-01,The London Lounge,,,,complete
20675,,U.S.M.S.PHILADELPHIA,LUNCHEON,NAV; (?),EN ROUTE,CARD; 4 X 6.25;,log0; priced wine list on back of menu;,,1901-2545,,,1901-10-18,U.S.M.S.Philadelphia,,Dollars,$,complete
23590,,TENNESSEE CENTENNIAL EXPOSITION,BREAKFAST,COMMERCIAL,[SR RR]ENROUTE NASHVILLE TO WASHINGTON [DC],CARD;5.5X7.5;,,COMPLIMENTARY/TESTIMONIAL,1897-190,,,1897-06-14,Tennessee Centennial Exposition,,,,complete
31064,,Hotel Pierre,,,,34.5x21.5cm,restaurant dejeuner,,1933-0138_wotm,,,1933-05-01,Hotel Pierre,,Dollars,$,complete
15457,,,,,,,,,,,,1900-10-20,Palace Hotel Restaurant And Ladies Grill Room,,Dollars,$,complete
15645,,,,,,,,,,,,1900-09-01,Canadian Pacific Railway Co.   S.S. Alberta,,,,complete
28325,,Bright Angel,,,,35.5x23cm folded; 35.5x45.5 open,,,1981-0006_wotm,,,1981-04-01,Bright Angel,,Dollars,$,complete
14162,,FLEISCHMANN'S VIENNA MODEL BAKERY,DINNER,COMMERCIAL,"BROADWAY AND TENTH STREET, NEW YORK",FOLDER; 7 X 11.25;,priced menu;,,1906-1040,,,1906-12-31,Fleischmann's Vienna Model Bakery,,Dollars,$,complete
33847,Copley-Plaza,Copley-Plaza,,,,16x10.5cm,,,1914-0548_wotm,,,1914-05-27,Copley-Plaza,,,,complete
29650,,The White Turkeys,,,,31x20.5cm folded; 31x40.5cm open,,,1945-0034_wotm,,,1945-09-06,The White Turkeys,,Dollars,$,complete
28782,,Swissair,,,,20.5x14.5cm folded; 20.5x28.5cm open,english is secondary language,,1987-0106_wotm,,,1987-01-01,Swissair,,,,complete
30220,,Roosevelt House,,,,17x11cm folded; 17x22cm open,roosevelt memorial association,,1939-0172_wotm,,,1939-10-27,Roosevelt House,,,,complete
23367,,UNION REPUBLICAN CLUB EXECUTIVE COMMITTEE AND BOARD OF DIRECTORS,DINNER TO NEWSPAPER PUBLICITY MEN OF PHILADELPHIA POLITICS,PROF;,"HOTEL MAJESTIC [PHILADELPHIA, PA]",FOLDER; ILLUS;COL; 7 X 10.25;,champagne; blue cover with polar bear motif; humorous; guest list;,COMPLIMENTARY/TESTIMONIAL,1907-375,,,1907-04-13,Union Republican Club Executive Committee And Board Of Directors,,,,complete
25517,,CHAMBER OF COMMERCE (NY?),DINNER,GOVT;,DELMONICO'S [NY],CARD; 6.5 X 7.5;,french; wines;,,1897-165,,,1897-05-06,Chamber Of Commerce (Ny?),,,,complete
25938,,CONGRESS OF ITALIAN ENGINEERS AND ARCHITECTS,DINNER,PROF;,"GRAND HOTEL, [S. PELLEGRINO?], ITALY",FOLDER; ILLUS; COL; 5.25X8.75;,wines listed; music program listed; cover illustrated with drawing of [hotel?]; back illustrated with woman at writing desk;,[ANNIV?];,1906-724,,,1906-09-27,Congress Of Italian Engineers And Architects,,,,complete
22821,,CANADIAN PACIFIC RAILWAY COMPANY,DINNER,COMMERCIAL,ABOARD SS MANITOBA,CARD; 4.5 X 7.25;,unpriced menu; flag logo; priced sodas and waters; note that children occupying seats at first table will be charged full fare;,,1900-665,,,1900-01-01,Canadian Pacific Railway Company,,Canadian Dollars,C$,complete
31518,,S.S. Malolo,,,,23x13.5cm,,,1928-0007_wotm,,,1928-10-29,S.S. Malolo,,,,complete
33672,Hotel Astor,Hotel Astor,,,,16.5x11.5cm folded; 16.5x23cm open,contractors' protective association,,1914-0128_wotm,,,1914-01-29,Hotel Astor,,,,complete
26125,,LAKEWOOD COUNTRY CLUB,REOPENING OF CLUB,SOC;,"LAKEWOOD, NJ",CARD; ILLUS; 4.5 X 7;,newpaper clipping about golf from mew york herald 1899/11/11 attached;,ANNIVERSARY;,1899-791,,,1899-11-11,Lakewood Country Club,,,,complete
35354,Waldorf Astoria,Waldorf Astoria,,,,,domestic science at hampton,,1913-0582_wotm,,,1913-06-20,Waldorf Astoria,,Dollars,$,complete
31243,,Hotel Astor,,,,34.5x23cm,,,1933-0023_wotm,,,1933-02-03,Hotel Astor,,Dollars,$,complete
29118,,Swiss Pavilion Restaurant,,,,28x18cm folded; 28x36cm open,,,1961-0046_wotm,,,1961-03-09,Swiss Pavilion Restaurant,,Dollars,$,complete
22006,,ALBEMARLE HOTEL,DINNER;,COMMERCIAL,"MADISON SQUARE WEST, NYC [NY]",BOOKLET; ILLUS; COL; 7 X 9.75;,priced menu; parchment cover; flag; portrait of admiral dewey;,,1899-589,,,1899-09-29,Albemarle Hotel,,Dollars,$,complete
34993,Delmonico's,Delmonico's,,,,,sons of the revolution,,1913-0220_wotm,,,1913-02-22,Delmonico's,,,,complete
25003,,MARITIME ASSOCIATION OF THE PORT OF NEW YORK,FOURTH ANNUAL DINNER,SOC;,WALDORF-ASTORIA,FOLDER; ILLUS; COL; 6X8;,"menu in french; printed on green stock; speakers, guests, officers and committee listed;",ANNIVERSARY;,1908-132,,,1908-02-08,Maritime Association Of The Port Of New York,,,,complete
29999,,Pig N'whistle,,,,28.5x19cm folded; 28.5x38cm open,,,1948-0010_wotm,,,1948-02-25,Pig N'whistle,,Dollars,$,complete
23891,,COMPAGNIE GENERAL TRANSATLANTIQUE,"DAILY MENU, DINNER",COMMERCIAL,"ABOARD PAQUEBOT ""LA TOURAINE""",CARD; ILLUS; COL; 6 X 8;,moet & chandon champagne listed; menu in french and english; photos of steamer and cathederal;,,1906-700,,,1906-09-14,Compagnie General Transatlantique,,,,complete
35495,Smith's,Smith's,,,,,3 images,,1913-0726_wotm,,,1913-09-23,Smith's,,Dollars,$,complete
33807,Hotel Knickerbocker,Hotel Knickerbocker,,,,17x11cm folded; 17x22cm open,morse electric club,,1914-0264_wotm,,,1914-02-21,Hotel Knickerbocker,,,,complete
27010,,Southern Pacific,supper,RAILROAD,Southern Pacific,8 x 5 1/2 in. fold. ; ill.,"manager : harry a. butler. includes ""supper select"" and a la carte service options.",,Soete 22,,,1938-01-01,Southern Pacific,,Dollars,$,complete
21145,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,STEAMER AUGUSTE VICTORIA,CARD;ILLUS;COL;4.5X7;,separate listings in german and english;back cover illustrated with musician playing a basoon and musical phrase from don juan;front cover illustrated with harbor scene with city background and ships;  concert program;,DAILY;,1900-835,,,1900-02-09,Hamburg Amerika Linie,,,,complete
28428,,[Restaurant And/Or Location Unknown],,,,23x15cm folded; 23x30.5cm open,,,1958-0076_wotm,,,1958-11-05,[Restaurant And/Or Location Unknown],,,,complete
25659,,SONS OF THE REVOLUTION WEST VIRGINIA SOCIETY,TWELFTH ANNUAL BANQUET,PATR;,"FORT HENRY CLUB, WHEELING, WV",BOOKLET; ILLUS; 5.5 X 7.5;,wines; green paper and print; washington family coat of arms;,ANNIVERSARY;,1906-226,,,1906-02-22,Sons Of The Revolution West Virginia Society,,,,complete
15485,,,,,,,,,,,,1900-12-28,Stanton House,,,,complete
12503,,POLICE DEPARTMENT OF THE CITY OF NEW YORK,SEVENTH ANNUAL DINNER,GOVT;,DELMONICO'S,FOL; 4.75 x 7.25;,"seal on cover; french; includes wines served with each course; list of names of superintendent, inspectors and precinct captains",,1888-0010,,,1888-01-23,Police Department Of The City Of New York,,,,complete
26893,,Russian Tea Room,,RESTAURANT,Russian Tea Room; 150 West 57th Street,Card; 7.5 x 10.5 inches,"dieter zander collection; vodka drinks menu; cover painting entitled ""portrait of madame lemaitre,"" 1929, marcel gromaire.",,Zander 477 undated,,,,Russian Tea Room,,Dollars,$,complete
29711,,Roger Smith Restaurant,,,,24x16.5cm folded; 24x33cm open,,,1944-0030_wotm,,,1944-05-01,Roger Smith Restaurant,,Dollars,$,complete
26775,,Park Hotel Grill Restaurant,,"HOTEL,RESTAURANT",Park Hotel Grill Restaurant,Folder; 9.75 x 12.25 inches,dieter zander collection; includes an insert with the day's specials.,,Zander 270,,,1966-08-23,Park Hotel Grill Restaurant,,Deutsche Marks,DM,complete
14946,,,,,,,,,,,,1900-02-15,Mcgown's Pass Tavern,,Dollars,$,complete
29673,,Cocoanut Grove,,,,30.5x23cm folded; 30.5x46cm open,,,1945-0057_wotm,,,1945-12-27,Cocoanut Grove,,Dollars,$,complete
29489,,"Paquebot \Liberté\""""",,,,27x21cm folded; 27x42cm open,,,1955-0036_wotm,,,1955-01-01,"Paquebot \Liberté\""""",,,,complete
15778,,,,,,,,,,,,1901-05-11,Oceanic Steamship Company,,,,complete
21331,,THE BEACON SOCIETY OF BOSTON,LADIES NIGHT,SOCIAL,HOTEL BRUNSWICK,BOOKLET; ILLUS;5.25X7;,,COMPLIMENTARY/TESTIMONIAL,1893-057,,,1893-04-29,The Beacon Society Of Boston,,,,complete
27850,,Compagnie Générale Transatlantique,,,,34x24 cm folded; 34x48cm open,english is the secondary language,,1972-0012_wotm,,,1972-03-04,Compagnie Générale Transatlantique,,,,complete
15500,,,,,,,,,,,,1901-05-07,U.S. Goverbment(?),,,,complete
14842,,,,,,,,,,,,1900-02-21,Red Star Line,,,,complete
27216,,The Mayor and The Executive Committee of the Portola Festival,supper,HOTEL,Fairmont Hotel,8 1/2 x 6 1/2 in. fold.,"invitation. ""commemorating the four hundredth anniversary of the discovery of the pacific ocean by vasco nunez de balboa...""","OTHER,Commemoration",Soete 64,,,,The Mayor And The Executive Committee Of The Portola Festival,,,,complete
32310,Café New York Restaurant,Café New York Restaurant,,,,33x21cm,,,1918-0186_wotm,,,1918-01-25,Café New York Restaurant,,Dollars,$,complete
26737,,Mezzogiorno,,RESTAURANT,Mezzogiorno; 195 Spring Street,Tri-fold; 8.25 x 12 inches; laminated,"dieter zander collection; back image is from a fresco at certosa di firenze, 1525, by pontormo; cover is a silhouette of the figure in the fresco.",,Zander 455 undated,,,,Mezzogiorno,,Dollars,$,complete
25018,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,"SCHNELLDAMPFER ""AUGUSTE VICTORIA""",CARD; ILLUS; COL; 5 X 8;,"german & english; illustration of woman in classical dress holding shield with initials h.p.a.a.g., and steamer;",,1901-680,,,1901-03-17,Hamburg Amerika Linie,,,,complete
28908,,R.M.S. Mauretania,,,,27.5x17cm,,,1962-0055_wotm,,,1962-08-09,R.M.S. Mauretania,,,,complete
15262,,,,,,,,,,,,1901-08-07,Revelstoke Hotel,,,,complete
26086,,WESLEYAN UNIVERSITY CLUB OF NEW YORK,25TH ANNUAL DINNER,EDUC;,"SAVOY HOTEL, NEW YORK, NY",BROADSIDE; ILLUS; COL; 4.5X6.5;,french; hotel seal on front;,ANNIVERSARY;,1897-345,,,1897-12-10,Wesleyan University Club Of New York,,,,complete
34022,The Lafayette Baths and Hotel,The Lafayette Baths and Hotel,,,,31.5x17cm,,,1914-0725_wotm,,,1914-07-09,The Lafayette Baths and Hotel,,Dollars,$,complete
15253,,,,,,,,,,,,1900-10-17,New York State Medical Association,,,,complete
12967,,OCCIDENTAL & ORIENTAL STEAMSHIP COMPANY,LUNCH,COMMERCIAL,S.S. COPTIC,BROADSIDE; ILLUS; COL; 5.5X8.5;,steamship flag at top; handwritten in lavendar ink;,,1900-2253,,,1900-03-03,Occidental & Oriental Steamship Company,,,,complete
30443,,The Stevens,,,,24x16cm folded; 24x31.5cm open,,,1940-0107_wotm,,,1940-11-23,The Stevens,,,,complete
13953,,PALACE HOTEL,LUNCH,COMMERCIAL,"SAN FRANCISCO,[CA?]",CARD;6.25X10.75;,,DAILY;,1900-4835,,,1900-10-31,Palace Hotel,,,,complete
30774,,The Plaza,,,,17x9cm,testimonial dinner to thomas mann,,1934-0015_wotm,,,1934-06-06,The Plaza,,,,complete
18058,,,,,,,,,,,,1900-10-21,Griswold House,,,,complete
24951,,HOTEL ROYAL PALM,DINNER,COMMERCIAL,"MIAMI, FLORIDA",BOOKLET; ILLUS;RIBBON TRIM; 6.25 X 8;,,PATRIOTIC HOLIDAY;,1898-103,,,1898-02-22,Hotel Royal Palm,,,,complete
25397,,MARQUETTE CLUB,WASHINGTON'S BIRTHDAY BANQUET,SOC;,CHICAGO IL,FOLDER; ILLUS; 4.5 X 6.25;,champagne and liqueurs; toasts;,SECULAR HOLIDAY;,1906-227,,,1906-02-22,Marquette Club,,,,complete
13099,,PACIFIC MAIL STEAMSHIP COMPANY,TIFFIN,COMMERCIAL,EN ROUTE ABOARD CITY OF RIO DE JANEIRO,BROADSIDE; 5.5 X 8.5;,handwitten; ornamental border;,,1900-3177,,,1900-05-08,Pacific Mail Steamship Company,,,,complete
29501,,"Paquebot \Liberté\""""",,,,34x24cm folded; 34x48cm open,english is secondary language.,,1955-0048_wotm,,,1955-06-14,"Paquebot \Liberté\""""",,,,complete
32226,Hotel McAlpin,Hotel McAlpin,,,,25.5x18cm folded; 25.5x36cm open,,,1916-0141_wotm,,,1916-09-24,Hotel McAlpin,,,,complete
27550,,Norddeutscher Lloyd Bremen,,,,,,,1910-890,,,1910-03-16,Norddeutscher Lloyd Bremen,,,,complete
31253,,Hotel Mc Alpin,,,,34.5x27.5cm,,,1933-0033_wotm,,,1933-02-09,Hotel Mc Alpin,,Dollars,$,complete
14170,,ANCHOR LINE - S.S.CITY OF ROME,DINNER,COMMERCIAL,EN ROUTE,BROADSHEET; AMERICAN FLAG; RED WHITE & BLUE COL; 4.75 X 7;,words of star spangled banner on back;,PATRIOTIC HOLIDAY;,1901-1854,,,1901-07-04,Anchor Line   S.S.City Of Rome,,,,complete
21429,,BOSTON BOOT AND SHOE CLUB,"132ND MONTHLY DINNER, LADIES RECEPTION",SOC;,HOTEL BRUNSWICK,FOLDER; ILLUS; COL; 5.5X7;,"reception committee listed; musical program and artists, including ""the dainty marshalls"", listed;",ANNIVERSARY;,1907-091,,,1907-01-16,Boston Boot And Shoe Club,,,,complete
27174,,Northern Pacific Railway,lunch,RAILROAD,,11 x 8 in. fold. ; ill.,"photographic illustration : ""mount ranier trail riders near sunrise lodge."" north coast limited. superintendent dining cars : a. w. thompson. passenger traffic manager : e. e. nelson. advertisement : ranier national park and u. s. army aviation cadet.",,Soete 203,,,,Northern Pacific Railway,,Dollars,$,complete
30119,,Roth's Bar Grill & Restaurant,,,,33x23cm folded; 33x46cm open,,,1943-0081_wotm,,,1943-11-18,Roth's Bar Grill & Restaurant,,Dollars,$,complete
22990,,U.S. NATIONAL MUSEUM,[LUNCH FOR NATIONAL ACADEMY OF SCIENCES],OTHER (MUSEUM),"MUSEUM CAFE, WASHINGTON, D.C.",CARD; ILLUS; 4.5X6.25;,"[event info supplied by feb]; ""mrs. altorfer - proprietess;""",,1901-954,,,1901-04-18,U.S. National Museum,,,,complete
23296,,LOCANDA MAGGIORE,DINER,COMMERCIAL,"BAGNI DI MONTECATINI, TUSCANY, ITALY",CARD; ILLUS; COL; 4X9;,menu in french; [date info supplied by feb]; art deco floral border; menu handwritten in violet ink;,,1906-604,,,1906-07-22,Locanda Maggiore,,,,complete
27504,,"Luncheon Menu, S. S. Vaderland, March 18th, 1910.",Luncheon Menu,,,,,,1910-947 Item B,,,1910-03-18,"Luncheon Menu, S. S. Vaderland, March 18th, 1910.",,,,complete
23057,,LAWYERS ASSOCIATION OF ALTOONA,1ST ANNUAL DINNER,PROF;,"LOGAN HOUSE; ALTOONA, PA;",BOOKLET;RIBBON TRIM; ILLUS; COL; 5 X 6.5;,all speakers & music program listed;,ANNUAL,1899-119,,,1899-01-09,Lawyers Association Of Altoona,,,,complete
28183,,Gull Harbor Inn,,,,25.5x20.5cm folded; 25.5x41cm open,,,1966-0019_wotm,,,1966-04-24,Gull Harbor Inn,,,,complete
24441,,PROFILE HOUSE  AND HOTEL VENDOME,DINNER,COMMERCIAL,"WHITE MOUNTAINS, NH",FOLDER; 5.25 X 6.5;,gold and silver crests of hotels; see also 1897-246;,,1897-250,,,1897-08-21,Profile House  And Hotel Vendome,,,,complete
31175,,The Ambassador,,,,28x35.5cm,,,1933-0361_wotm,,,1933-06-14,The Ambassador,,Dollars,$,complete
32808,South Ferry Hotel,South Ferry Hotel,,,,24x15cm,,,1917-0109_wotm,,,1917-08-24,South Ferry Hotel,,Dollars,$,complete
12507,,HAAN'S,SUPPER,COMMERCIAL,75 ST. & COLUMBUS AVE. NY,BROADSHEET; COL; 7 X 11;,complete wine list on back;,DAILY,1900-1140,,,1900-02-19,Haan's,,Dollars,$,complete
13532,,SOUTHERN RAILWAY - DINING CAR SERVICE,BREAKFAST,COMMERCIAL,EN ROUTE,BROADSIDE; ILLUS; 5.25 X 7.5;,,,1900-5171,,,1900-01-01,Southern Railway   Dining Car Service,,,,complete
29130,,Hotel Dyckman,,,,23x15.5cm folded; 23x30.5cm open,,,1961-0058_wotm,,,1961-07-12,Hotel Dyckman,,,,complete
31759,,Hotel Astor,,,,23x15.5cm folded; 23x30.5cm open,"dinner in honor of the delegates of great britain, the netherlands and canada",,1920-0110_wotm,,,1920-09-28,Hotel Astor,,,,complete
27886,,Clausing's Posthotel,,,,32x25cm folded; 32x50cm open,,,1972-0025_wotm,,,1972-05-19,Clausing's Posthotel,,Deutsche Marks,DM,complete
